ID,Branch,City,Member,Product Category,Unit price,Quantity,VAT,Total,Date,Time,Payment,gross margin %,Customer Satisfaction
453-12-7053,C,Leeds,Normal,Fashion accessories,45.74,3,27.444,164.664,10-03-19,17:38,Credit card,5.6,6.5
296-11-7041,B,Liverpool,Member,Health and beauty,27.07,1,5.414,32.484,12-01-19,20:07,Credit card,5.6,5.3
449-27-2918,B,Liverpool,Member,Sports and travel,39.12,1,7.824,46.944,26-03-19,11:02,Credit card,5.6,9.6
891-01-7034,B,Liverpool,Normal,Electronic accessories,74.71,6,89.652,537.912,01-01-19,19:07,Cash,5.6,6.7
744-09-5786,B,Liverpool,Normal,Electronic accessories,22.01,6,26.412,158.472,02-01-19,18:50,Cash,5.6,7.6
727-17-0390,A,Manchester,Normal,Food and beverages,63.61,5,63.61,381.66,16-03-19,12:43,Ewallet,5.6,4.8
568-88-3448,A,Manchester,Normal,Health and beauty,25,1,5,30,03-03-19,15:09,Ewallet,5.6,5.5
187-83-5490,A,Manchester,Member,Electronic accessories,20.77,4,16.616,99.696,31-01-19,13:47,Cash,5.6,4.7
767-54-1907,B,Liverpool,Member,Fashion accessories,29.56,5,29.56,177.36,13-02-19,16:59,Cash,5.6,6.9
710-46-4433,B,Liverpool,Member,Food and beverages,77.4,9,139.32,835.92,15-02-19,14:15,Credit card,5.6,NA
533-33-5337,B,Liverpool,Normal,Electronic accessories,79.39,10,158.78,952.68,07-02-19,20:24,Cash,5.6,6.2
325-90-8763,C,Leeds,Member,Electronic accessories,46.57,10,93.14,558.84,27-01-19,13:58,Cash,5.6,NA
729-46-7422,C,Leeds,Normal,Food and beverages,35.89,1,7.178,43.068,23-02-19,16:52,Credit card,5.6,7.9
639-76-1242,C,Leeds,Normal,Food and beverages,40.52,5,40.52,243.12,03-02-19,15:19,Cash,5.6,4.5
234-03-4040,B,Liverpool,Member,Food and beverages,73.05,10,146.1,876.6,03-03-19,12:25,Credit card,5.6,8.7
326-71-2155,C,Leeds,Normal,Sports and travel,73.95,4,59.16,354.96,03-02-19,10:02,Cash,5.6,6.1
320-32-8842,C,Leeds,Member,Food and beverages,22.62,1,4.524,27.144,17-03-19,18:58,Cash,5.6,6.4
470-32-9057,A,Manchester,Member,Food and beverages,51.34,5,51.34,308.04,28-03-19,15:31,Credit card,5.6,9.1
878-30-2331,C,Leeds,Member,Sports and travel,54.55,10,109.1,654.6,02-03-19,11:22,Credit card,5.6,7.1
440-59-5691,C,Leeds,Member,Health and beauty,37.15,7,52.01,312.06,08-02-19,13:12,Credit card,5.6,7.7
554-53-3790,B,Liverpool,Normal,Sports and travel,37.02,6,44.424,266.544,22-03-19,18:33,Cash,5.6,4.5
746-19-0921,C,Leeds,Normal,Food and beverages,21.58,1,4.316,25.896,09-02-19,10:02,Ewallet,5.6,7.2
233-34-0817,C,Leeds,Member,Electronic accessories,98.84,1,19.768,118.608,15-02-19,11:21,Cash,5.6,8.4
767-05-1286,C,Leeds,Member,Home and lifestyle,83.77,6,100.524,603.144,23-01-19,12:10,Ewallet,5.6,5.4
340-21-9136,A,Manchester,Member,Sports and travel,40.05,4,32.04,192.24,25-01-19,11:40,Cash,5.6,9.7
405-31-3305,A,Manchester,Member,Fashion accessories,43.13,10,86.26,517.56,02-02-19,18:31,Credit card,5.6,5.5
731-59-7531,B,Liverpool,Member,Health and beauty,72.57,8,116.112,696.672,30-03-19,17:58,Cash,5.6,4.6
676-39-6028,A,Manchester,Member,Electronic accessories,64.44,5,64.44,386.64,30-03-19,17:04,Cash,5.6,6.6
502-05-1910,A,Manchester,Normal,Health and beauty,65.18,3,39.108,234.648,25-02-19,20:35,Credit card,5.6,6.3
485-30-8700,A,Manchester,Normal,Sports and travel,33.26,5,33.26,199.56,18-03-19,16:10,Credit card,5.6,NA
598-47-9715,C,Leeds,Normal,Electronic accessories,84.07,4,67.256,403.536,07-03-19,16:54,Ewallet,5.6,NA
701-69-8742,B,Liverpool,Normal,Sports and travel,34.37,10,68.74,412.44,16-03-19,10:11,Ewallet,5.6,6.7
575-67-1508,A,Manchester,Normal,Electronic accessories,38.6,1,7.72,46.32,29-01-19,11:26,Ewallet,5.6,6.7
541-08-3113,C,Leeds,Normal,Food and beverages,65.97,8,105.552,633.312,02-02-19,20:29,Cash,5.6,8.4
246-11-3901,C,Leeds,Normal,Electronic accessories,32.8,10,65.6,393.6,15-02-19,12:12,Cash,5.6,6.2
674-15-9296,A,Manchester,Normal,Sports and travel,37.14,5,37.14,222.84,08-01-19,13:05,Ewallet,5.6,5
305-18-3552,B,Liverpool,Member,Home and lifestyle,60.38,10,120.76,724.56,12-02-19,16:19,Cash,5.6,6
493-65-6248,C,Leeds,Member,Sports and travel,36.98,10,73.96,443.76,01-01-19,19:48,Credit card,5.6,7
438-01-4015,B,Liverpool,Member,Sports and travel,49.49,4,39.592,237.552,21-03-19,15:25,Ewallet,5.6,6.6
709-58-4068,B,Liverpool,Normal,Fashion accessories,41.09,10,82.18,493.08,28-02-19,14:42,Cash,5.6,7.3
795-49-7276,A,Manchester,Normal,Fashion accessories,37.15,4,29.72,178.32,23-03-19,18:59,Ewallet,5.6,8.3
556-72-8512,C,Leeds,Normal,Home and lifestyle,22.96,1,4.592,27.552,30-01-19,20:47,Cash,5.6,4.3
627-95-3243,B,Liverpool,Member,Home and lifestyle,77.68,9,139.824,838.944,04-02-19,13:21,Ewallet,5.6,9.8
686-41-0932,B,Liverpool,Normal,Fashion accessories,34.7,2,13.88,83.28,13-03-19,19:48,Ewallet,5.6,8.2
510-09-5628,A,Manchester,Member,Fashion accessories,19.66,10,39.32,235.92,15-03-19,18:20,Credit card,5.6,7.2
608-04-3797,B,Liverpool,Member,Health and beauty,25.32,8,40.512,243.072,05-03-19,20:24,Ewallet,5.6,8.7
148-82-2527,C,Leeds,Member,Home and lifestyle,12.12,10,24.24,145.44,05-03-19,13:44,Credit card,5.6,NA
437-53-3084,B,Liverpool,Normal,Fashion accessories,99.89,2,39.956,239.736,26-02-19,11:48,Ewallet,5.6,7.1
632-32-4574,B,Liverpool,Normal,Sports and travel,75.92,8,121.472,728.832,20-03-19,14:14,Cash,5.6,NA
556-97-7101,C,Leeds,Normal,Electronic accessories,63.22,2,25.288,151.728,01-01-19,15:51,Cash,5.6,8.5
862-59-8517,C,Leeds,Normal,Food and beverages,90.24,6,108.288,649.728,27-01-19,11:17,Cash,5.6,6.2
401-18-8016,B,Liverpool,Member,Sports and travel,98.13,1,19.626,117.756,21-01-19,17:36,Cash,5.6,8.9
420-18-8989,A,Manchester,Member,Sports and travel,51.52,8,82.432,494.592,02-02-19,15:47,Cash,5.6,9.6
277-63-2961,B,Liverpool,Member,Sports and travel,73.97,1,14.794,88.764,03-02-19,15:53,Credit card,5.6,5.4
573-98-8548,C,Leeds,Member,Fashion accessories,31.9,1,6.38,38.28,05-01-19,12:40,Ewallet,5.6,9.1
620-02-2046,C,Leeds,Normal,Home and lifestyle,69.4,2,27.76,166.56,27-01-19,19:48,Ewallet,5.6,9
282-35-2475,B,Liverpool,Normal,Sports and travel,93.31,2,37.324,223.944,25-03-19,17:53,Cash,5.6,6.3
511-54-3087,B,Liverpool,Normal,Sports and travel,88.45,1,17.69,106.14,25-02-19,16:36,Credit card,5.6,9.5
726-29-6793,A,Manchester,Member,Electronic accessories,24.18,8,38.688,232.128,28-01-19,20:54,Ewallet,5.6,9.8
387-49-4215,B,Liverpool,Member,Sports and travel,48.5,3,29.1,174.6,08-01-19,12:50,Cash,5.6,6.7
862-17-9201,B,Liverpool,Normal,Food and beverages,84.05,6,100.86,605.16,29-01-19,10:48,Credit card,5.6,7.7
291-21-5991,B,Liverpool,Member,Health and beauty,61.29,5,61.29,367.74,29-03-19,14:28,Cash,5.6,7
602-80-9671,C,Leeds,Member,Home and lifestyle,15.95,6,19.14,114.84,09-02-19,17:15,Credit card,5.6,5.1
347-72-6115,B,Liverpool,Member,Sports and travel,90.74,7,127.036,762.216,16-01-19,18:03,Credit card,5.6,6.2
209-61-0206,A,Manchester,Normal,Home and lifestyle,42.91,5,42.91,257.46,05-01-19,17:29,Ewallet,5.6,6.1
595-27-4851,A,Manchester,Normal,Fashion accessories,54.28,7,75.992,455.952,27-01-19,18:05,Ewallet,5.6,9.3
189-52-0236,A,Manchester,Normal,Electronic accessories,99.55,7,139.37,836.22,14-03-19,12:07,Cash,5.6,7.6
503-07-0930,C,Leeds,Member,Sports and travel,58.39,7,81.746,490.476,23-02-19,19:49,Credit card,5.6,8.2
413-20-6708,C,Leeds,Member,Fashion accessories,51.47,1,10.294,61.764,18-03-19,15:52,Ewallet,5.6,8.5
425-85-2085,B,Liverpool,Member,Health and beauty,54.86,5,54.86,329.16,29-03-19,16:48,Ewallet,5.6,9.8
521-18-7827,C,Leeds,Member,Home and lifestyle,39.39,5,39.39,236.34,22-01-19,20:46,Credit card,5.6,8.7
220-28-1851,A,Manchester,Normal,Home and lifestyle,34.73,2,13.892,83.352,01-03-19,18:14,Ewallet,5.6,9.7
600-38-9738,C,Leeds,Member,Sports and travel,71.92,5,71.92,431.52,17-01-19,15:05,Credit card,5.6,4.3
734-91-1155,B,Liverpool,Normal,Electronic accessories,45.71,3,27.426,164.556,26-03-19,10:34,Credit card,5.6,7.7
451-28-5717,C,Leeds,Member,Home and lifestyle,83.17,6,99.804,598.824,20-03-19,11:23,Cash,5.6,7.3
609-81-8548,A,Manchester,Member,Home and lifestyle,37.44,6,44.928,269.568,06-02-19,13:55,Credit card,5.6,5.9
133-14-7229,C,Leeds,Normal,Health and beauty,62.87,2,25.148,150.888,01-01-19,11:43,Cash,5.6,5
534-01-4457,A,Manchester,Normal,Food and beverages,81.71,6,98.052,588.312,27-01-19,14:36,Credit card,5.6,8
719-89-8991,A,Manchester,Member,Sports and travel,91.41,5,91.41,548.46,25-02-19,16:03,Ewallet,5.6,7.1
286-62-6248,B,Liverpool,Normal,Fashion accessories,39.21,4,31.368,188.208,16-01-19,20:03,Credit card,5.6,9
339-38-9982,B,Liverpool,Member,Fashion accessories,59.86,2,23.944,143.664,13-01-19,14:55,Ewallet,5.6,6.7
827-44-5872,B,Liverpool,Member,Food and beverages,54.36,10,108.72,652.32,07-02-19,11:28,Credit card,5.6,6.1
827-77-7633,A,Manchester,Normal,Sports and travel,98.09,9,176.562,1059.372,17-02-19,19:41,Cash,5.6,9.3
287-83-1405,A,Manchester,Normal,Health and beauty,25.43,6,30.516,183.096,12-02-19,19:01,Ewallet,5.6,7
435-13-4908,A,Manchester,Member,Fashion accessories,86.68,8,138.688,832.128,24-01-19,18:04,Credit card,5.6,7.2
857-67-9057,B,Liverpool,Normal,Electronic accessories,22.95,10,45.9,275.4,06-02-19,19:20,Ewallet,5.6,8.2
236-27-1144,C,Leeds,Normal,Food and beverages,16.31,9,29.358,176.148,26-03-19,10:31,Ewallet,5.6,8.4
892-05-6689,A,Manchester,Normal,Home and lifestyle,28.32,5,28.32,169.92,11-03-19,13:28,Ewallet,5.6,6.2
583-41-4548,C,Leeds,Normal,Home and lifestyle,16.67,7,23.338,140.028,07-02-19,11:36,Ewallet,5.6,7.4
339-12-4827,B,Liverpool,Member,Fashion accessories,73.96,1,14.792,88.752,05-01-19,11:32,Credit card,5.6,5
643-38-7867,A,Manchester,Normal,Home and lifestyle,97.94,1,19.588,117.528,07-03-19,11:44,Ewallet,5.6,6.9
308-81-0538,A,Manchester,Normal,Fashion accessories,73.05,4,58.44,350.64,25-02-19,17:16,Credit card,5.6,4.9
358-88-9262,C,Leeds,Member,Food and beverages,87.48,6,104.976,629.856,01-02-19,18:43,Ewallet,5.6,5.1
460-35-4390,A,Manchester,Normal,Home and lifestyle,30.68,3,18.408,110.448,22-01-19,11:00,Ewallet,5.6,9.1
343-87-0864,C,Leeds,Member,Health and beauty,75.88,1,15.176,91.056,03-01-19,10:30,Credit card,5.6,7.1
173-50-1108,B,Liverpool,Member,Sports and travel,20.18,4,16.144,96.864,13-02-19,12:14,Credit card,5.6,5
243-47-2663,C,Leeds,Member,Electronic accessories,18.77,6,22.524,135.144,28-01-19,16:43,Credit card,5.6,5.5
841-18-8232,B,Liverpool,Normal,Food and beverages,71.2,1,14.24,85.44,05-01-19,20:40,Credit card,5.6,9.2
701-23-5550,B,Liverpool,Member,Home and lifestyle,38.81,4,31.048,186.288,19-03-19,13:40,Ewallet,5.6,4.9
647-50-1224,A,Manchester,Normal,Fashion accessories,29.42,10,58.84,353.04,12-01-19,16:23,Ewallet,5.6,8.9
541-48-8554,A,Manchester,Normal,Sports and travel,60.95,9,109.71,658.26,07-01-19,12:08,Credit card,5.6,6
539-21-7227,B,Liverpool,Normal,Sports and travel,51.54,5,51.54,309.24,26-01-19,17:45,Cash,5.6,4.2
213-32-1216,A,Manchester,Normal,Electronic accessories,66.06,6,79.272,475.632,23-01-19,10:28,Cash,5.6,7.3
747-58-7183,B,Liverpool,Normal,Fashion accessories,57.27,3,34.362,206.172,09-02-19,20:31,Ewallet,5.6,6.5
582-52-8065,B,Liverpool,Normal,Fashion accessories,54.31,9,97.758,586.548,22-02-19,10:49,Cash,5.6,8.9
210-57-1719,B,Liverpool,Normal,Health and beauty,58.24,9,104.832,628.992,05-02-19,12:34,Cash,5.6,9.7
399-69-4630,C,Leeds,Normal,Electronic accessories,22.21,6,26.652,159.912,07-03-19,10:23,Credit card,5.6,8.6
134-75-2619,A,Manchester,Member,Electronic accessories,19.32,7,27.048,162.288,25-03-19,18:51,Cash,5.6,6.9
356-44-8813,B,Liverpool,Normal,Home and lifestyle,37.48,3,22.488,134.928,20-01-19,13:45,Credit card,5.6,7.7
198-66-9832,B,Liverpool,Member,Fashion accessories,72.04,2,28.816,172.896,04-02-19,19:38,Cash,5.6,9.5
283-26-5248,C,Leeds,Member,Food and beverages,98.52,10,197.04,1182.24,30-01-19,20:23,Ewallet,5.6,4.5
712-39-0363,A,Manchester,Member,Food and beverages,41.66,6,49.992,299.952,02-01-19,15:24,Ewallet,5.6,5.6
218-59-9410,A,Manchester,Member,Home and lifestyle,72.42,3,43.452,260.712,29-03-19,16:54,Ewallet,5.6,8.2
174-75-0888,B,Liverpool,Normal,Electronic accessories,21.58,9,38.844,233.064,14-03-19,12:32,Cash,5.6,7.3
866-99-7614,C,Leeds,Normal,Food and beverages,89.2,10,178.4,1070.4,11-02-19,15:42,Credit card,5.6,4.4
134-54-4720,B,Liverpool,Normal,Electronic accessories,42.42,8,67.872,407.232,30-01-19,13:58,Ewallet,5.6,5.7
760-90-2357,A,Manchester,Member,Electronic accessories,74.51,6,89.412,536.472,20-03-19,15:08,Ewallet,5.6,5
514-37-2845,B,Liverpool,Normal,Fashion accessories,99.25,2,39.7,238.2,20-03-19,13:02,Cash,5.6,9
698-98-5964,A,Manchester,Normal,Food and beverages,81.21,10,162.42,974.52,17-01-19,13:01,Credit card,5.6,6.3
718-57-9773,C,Leeds,Normal,Sports and travel,49.33,10,98.66,591.96,03-02-19,16:40,Credit card,5.6,9.4
651-88-7328,A,Manchester,Normal,Fashion accessories,65.74,9,118.332,709.992,01-01-19,13:55,Cash,5.6,7.7
241-11-2261,B,Liverpool,Normal,Fashion accessories,79.86,7,111.804,670.824,10-01-19,10:33,Credit card,5.6,5.5
408-26-9866,C,Leeds,Normal,Sports and travel,73.98,7,103.572,621.432,02-03-19,16:42,Ewallet,5.6,4.1
834-83-1826,B,Liverpool,Member,Home and lifestyle,82.04,5,82.04,492.24,25-02-19,17:16,Credit card,5.6,7.6
343-61-3544,B,Liverpool,Member,Sports and travel,26.67,10,53.34,320.04,29-01-19,11:48,Cash,5.6,8.6
239-48-4278,A,Manchester,Member,Food and beverages,10.13,7,14.182,85.092,10-03-19,19:35,Ewallet,5.6,8.3
355-34-6244,B,Liverpool,Normal,Food and beverages,72.39,2,28.956,173.736,13-01-19,19:55,Credit card,5.6,8.1
550-84-8664,A,Manchester,Normal,Sports and travel,85.91,5,85.91,515.46,22-03-19,14:33,Credit card,5.6,8.6
339-96-8318,B,Liverpool,Member,Fashion accessories,81.31,7,113.834,683.004,01-03-19,19:49,Ewallet,5.6,NA
458-61-0011,B,Liverpool,Normal,Food and beverages,60.3,4,48.24,289.44,20-02-19,18:43,Cash,5.6,5.8
592-34-6155,C,Leeds,Normal,Food and beverages,31.77,4,25.416,152.496,14-01-19,14:43,Ewallet,5.6,6.2
797-88-0493,A,Manchester,Normal,Health and beauty,64.27,4,51.416,308.496,26-03-19,13:54,Cash,5.6,7.7
207-73-1363,B,Liverpool,Normal,Health and beauty,69.51,2,27.804,166.824,01-03-19,12:15,Ewallet,5.6,8.1
390-31-6381,C,Leeds,Normal,Food and beverages,27.22,3,16.332,97.992,07-01-19,12:37,Cash,5.6,7.3
443-82-0585,A,Manchester,Member,Health and beauty,77.68,4,62.144,372.864,01-02-19,19:54,Cash,5.6,8.4
339-18-7061,C,Leeds,Member,Fashion accessories,92.98,2,37.192,223.152,13-02-19,15:06,Credit card,5.6,8
359-90-3665,B,Liverpool,Member,Fashion accessories,18.08,4,14.464,86.784,14-01-19,18:03,Credit card,5.6,9.5
375-72-3056,B,Liverpool,Normal,Sports and travel,63.06,3,37.836,227.016,19-01-19,15:58,Ewallet,5.6,7
127-47-6963,A,Manchester,Normal,Health and beauty,51.71,4,41.368,248.208,09-03-19,13:53,Credit card,5.6,NA
278-86-2735,A,Manchester,Normal,Food and beverages,52.34,3,31.404,188.424,27-03-19,14:03,Cash,5.6,9.2
695-28-6250,A,Manchester,Normal,Sports and travel,43.06,5,43.06,258.36,04-02-19,16:38,Ewallet,5.6,7.7
379-17-6588,C,Leeds,Normal,Fashion accessories,59.61,10,119.22,715.32,14-03-19,11:07,Cash,5.6,5.3
227-50-3718,A,Manchester,Normal,Health and beauty,14.62,5,14.62,87.72,04-03-19,12:23,Cash,5.6,4.4
302-15-2162,C,Leeds,Member,Health and beauty,46.53,6,55.836,335.016,03-03-19,10:54,Credit card,5.6,4.3
788-07-8452,C,Leeds,Member,Home and lifestyle,24.24,7,33.936,203.616,27-01-19,17:38,Ewallet,5.6,9.4
560-49-6611,A,Manchester,Member,Sports and travel,45.58,1,9.116,54.696,07-02-19,14:13,Cash,5.6,9.8
880-35-0356,A,Manchester,Member,Sports and travel,75.2,3,45.12,270.72,05-02-19,11:51,Ewallet,5.6,4.8
585-11-6748,B,Liverpool,Member,Sports and travel,96.8,3,58.08,348.48,15-03-19,13:05,Cash,5.6,5.3
470-31-3286,B,Liverpool,Normal,Health and beauty,14.82,3,8.892,53.352,01-03-19,11:30,Credit card,5.6,8.7
152-68-2907,A,Manchester,Normal,Food and beverages,52.2,3,31.32,187.92,15-02-19,13:30,Credit card,5.6,9.5
123-35-4896,C,Leeds,Normal,Sports and travel,46.66,9,83.988,503.928,17-02-19,19:11,Ewallet,5.6,5.3
258-69-7810,C,Leeds,Normal,Fashion accessories,36.85,5,36.85,221.1,26-01-19,18:53,Cash,5.6,9.2
334-64-2006,A,Manchester,Member,Home and lifestyle,70.32,2,28.128,168.768,24-03-19,14:22,Ewallet,5.6,9.6
219-61-4139,C,Leeds,Normal,Electronic accessories,83.08,1,16.616,99.696,23-01-19,17:16,Ewallet,5.6,6.4
881-41-7302,C,Leeds,Normal,Fashion accessories,64.99,1,12.998,77.988,26-01-19,10:06,Credit card,5.6,4.5
373-09-4567,C,Leeds,Normal,Food and beverages,77.56,10,155.12,930.72,14-03-19,20:35,Ewallet,5.6,6.9
642-30-6693,B,Liverpool,Normal,Sports and travel,54.51,6,65.412,392.472,17-03-19,13:54,Ewallet,5.6,7.8
484-22-8230,C,Leeds,Member,Fashion accessories,51.89,7,72.646,435.876,08-01-19,20:08,Cash,5.6,4.5
830-58-2383,B,Liverpool,Normal,Home and lifestyle,31.75,4,25.4,152.4,08-02-19,15:26,Cash,5.6,8.6
559-98-9873,A,Manchester,Member,Fashion accessories,53.65,7,75.11,450.66,10-02-19,12:56,Ewallet,5.6,NA
544-32-5024,C,Leeds,Member,Food and beverages,49.79,4,39.832,238.992,28-03-19,19:16,Credit card,5.6,6.4
318-12-0304,A,Manchester,Normal,Fashion accessories,30.61,1,6.122,36.732,23-01-19,12:20,Ewallet,5.6,5.2
349-97-8902,B,Liverpool,Member,Food and beverages,57.89,2,23.156,138.936,17-01-19,10:37,Ewallet,5.6,8.9
421-95-9805,A,Manchester,Normal,Electronic accessories,28.96,1,5.792,34.752,07-02-19,10:18,Credit card,5.6,6.2
277-35-5865,C,Leeds,Member,Food and beverages,98.97,9,178.146,1068.876,09-03-19,11:23,Cash,5.6,6.7
789-23-8625,B,Liverpool,Member,Fashion accessories,93.22,3,55.932,335.592,24-01-19,11:45,Cash,5.6,NA
284-54-4231,C,Leeds,Member,Sports and travel,80.93,1,16.186,97.116,19-01-19,16:08,Credit card,5.6,9
443-59-0061,A,Manchester,Member,Food and beverages,67.45,10,134.9,809.4,03-02-19,11:25,Ewallet,5.6,4.2
509-29-3912,A,Manchester,Member,Sports and travel,38.72,9,69.696,418.176,20-03-19,12:24,Ewallet,5.6,4.2
327-40-9673,B,Liverpool,Member,Sports and travel,72.6,6,87.12,522.72,13-01-19,19:51,Cash,5.6,NA
840-19-2096,C,Leeds,Member,Electronic accessories,87.91,5,87.91,527.46,14-03-19,18:10,Ewallet,5.6,4.4
828-46-6863,A,Manchester,Member,Food and beverages,98.53,6,118.236,709.416,23-01-19,11:22,Credit card,5.6,4
641-96-3695,C,Leeds,Member,Fashion accessories,43.46,6,52.152,312.912,07-02-19,17:55,Ewallet,5.6,8.5
420-97-3340,A,Manchester,Normal,Food and beverages,71.68,3,43.008,258.048,28-03-19,15:30,Credit card,5.6,9.2
436-54-4512,A,Manchester,Member,Food and beverages,91.61,1,18.322,109.932,20-03-19,19:44,Cash,5.6,9.8
670-79-6321,B,Liverpool,Member,Home and lifestyle,94.59,7,132.426,794.556,17-01-19,15:27,Credit card,5.6,4.9
852-62-7105,B,Liverpool,Normal,Fashion accessories,83.25,10,166.5,999,12-01-19,11:25,Credit card,5.6,4.4
598-06-7312,B,Liverpool,Member,Fashion accessories,91.35,1,18.27,109.62,16-02-19,15:42,Cash,5.6,NA
135-13-8269,B,Liverpool,Member,Food and beverages,78.88,2,31.552,189.312,26-01-19,16:04,Cash,5.6,9.1
816-57-2053,A,Manchester,Normal,Sports and travel,60.87,2,24.348,146.088,09-03-19,12:37,Ewallet,5.6,8.7
628-90-8624,B,Liverpool,Member,Health and beauty,82.58,10,165.16,990.96,14-03-19,14:41,Cash,5.6,NA
856-66-2701,A,Manchester,Member,Home and lifestyle,53.3,3,31.98,191.88,25-01-19,14:19,Ewallet,5.6,7.5
308-39-1707,A,Manchester,Normal,Fashion accessories,12.09,1,2.418,14.508,26-01-19,18:19,Credit card,5.6,8.2
149-61-1929,A,Manchester,Normal,Sports and travel,64.19,10,128.38,770.28,19-01-19,14:08,Credit card,5.6,6.7
655-07-2265,A,Manchester,Normal,Electronic accessories,78.31,3,46.986,281.916,05-03-19,16:38,Ewallet,5.6,NA
589-02-8023,A,Manchester,Member,Food and beverages,83.77,2,33.508,201.048,15-01-19,10:54,Credit card,5.6,7
420-04-7590,B,Liverpool,Normal,Home and lifestyle,99.7,3,59.82,358.92,18-03-19,11:29,Ewallet,5.6,4.7
182-88-2763,B,Liverpool,Member,Food and beverages,79.91,3,47.946,287.676,20-03-19,19:28,Credit card,5.6,5
188-55-0967,B,Liverpool,Member,Health and beauty,66.47,10,132.94,797.64,15-01-19,15:01,Credit card,5.6,5
610-46-4100,A,Manchester,Normal,Health and beauty,28.95,7,40.53,243.18,03-03-19,20:31,Credit card,5.6,NA
318-81-2368,C,Leeds,Normal,Electronic accessories,46.2,1,9.24,55.44,19-03-19,12:16,Cash,5.6,NA
364-33-8584,B,Liverpool,Member,Food and beverages,17.63,5,17.63,105.78,08-03-19,15:27,Cash,5.6,8.5
665-63-9737,B,Liverpool,Normal,Fashion accessories,52.42,3,31.452,188.712,27-02-19,17:36,Ewallet,5.6,7.5
695-09-5146,B,Liverpool,Member,Food and beverages,98.79,3,59.274,355.644,23-02-19,20:00,Ewallet,5.6,NA
155-45-3814,C,Leeds,Member,Electronic accessories,88.55,8,141.68,850.08,19-03-19,15:29,Ewallet,5.6,NA
794-32-2436,B,Liverpool,Member,Electronic accessories,55.67,2,22.268,133.608,27-03-19,15:08,Ewallet,5.6,NA
131-15-8856,C,Leeds,Member,Food and beverages,72.52,8,116.032,696.192,30-03-19,19:26,Credit card,5.6,NA
273-84-2164,C,Leeds,Member,Electronic accessories,12.05,5,12.05,72.3,16-02-19,15:53,Ewallet,5.6,5.5
706-36-6154,A,Manchester,Member,Home and lifestyle,19.36,9,34.848,209.088,18-01-19,18:43,Ewallet,5.6,8.7
778-89-7974,C,Leeds,Normal,Health and beauty,70.21,6,84.252,505.512,30-03-19,14:58,Cash,5.6,7.4
574-31-8277,B,Liverpool,Member,Fashion accessories,33.63,1,6.726,40.356,20-03-19,19:55,Cash,5.6,5.6
859-71-0933,C,Leeds,Member,Sports and travel,15.49,2,6.196,37.176,16-01-19,15:10,Cash,5.6,6.3
740-11-5257,C,Leeds,Normal,Electronic accessories,24.74,10,49.48,296.88,24-02-19,16:44,Cash,5.6,7.1
369-82-2676,B,Liverpool,Normal,Electronic accessories,75.66,5,75.66,453.96,15-01-19,18:22,Ewallet,5.6,7.8
563-47-4072,B,Liverpool,Normal,Health and beauty,55.81,6,66.972,401.832,22-01-19,11:52,Cash,5.6,9.9
742-04-5161,A,Manchester,Member,Home and lifestyle,72.78,10,145.56,873.36,03-02-19,17:24,Cash,5.6,7.3
149-15-7606,B,Liverpool,Member,Sports and travel,37.32,9,67.176,403.056,06-03-19,15:31,Ewallet,5.6,5.1
133-77-3154,B,Liverpool,Member,Fashion accessories,60.18,4,48.144,288.864,16-02-19,18:04,Credit card,5.6,9.4
169-52-4504,A,Manchester,Normal,Electronic accessories,15.69,3,9.414,56.484,14-03-19,14:13,Credit card,5.6,5.8
250-81-7186,C,Leeds,Normal,Electronic accessories,99.69,1,19.938,119.628,27-02-19,10:23,Credit card,5.6,8
562-12-5430,A,Manchester,Member,Fashion accessories,88.15,3,52.89,317.34,18-01-19,10:11,Ewallet,5.6,NA
816-72-8853,A,Manchester,Member,Sports and travel,27.93,5,27.93,167.58,29-01-19,15:48,Cash,5.6,5.9
491-38-3499,A,Manchester,Member,Fashion accessories,55.45,1,11.09,66.54,26-02-19,17:46,Credit card,5.6,4.9
322-02-2271,B,Liverpool,Normal,Sports and travel,42.97,3,25.782,154.692,03-02-19,11:46,Cash,5.6,9.3
842-29-4695,C,Leeds,Member,Sports and travel,17.14,7,23.996,143.976,16-01-19,12:07,Credit card,5.6,7.9
725-67-2480,B,Liverpool,Member,Fashion accessories,58.75,6,70.5,423,24-03-19,18:14,Credit card,5.6,NA
641-51-2661,C,Leeds,Member,Food and beverages,87.1,10,174.2,1045.2,12-02-19,14:45,Credit card,5.6,9.9
714-02-3114,C,Leeds,Normal,Sports and travel,98.8,2,39.52,237.12,21-02-19,11:39,Cash,5.6,7.7
518-17-2983,A,Manchester,Normal,Fashion accessories,48.63,4,38.904,233.424,04-02-19,15:44,Ewallet,5.6,7.6
779-42-2410,B,Liverpool,Member,Food and beverages,57.74,3,34.644,207.864,20-02-19,13:06,Ewallet,5.6,7.7
190-14-3147,B,Liverpool,Normal,Health and beauty,17.97,4,14.376,86.256,23-02-19,20:43,Ewallet,5.6,6.4
408-66-6712,C,Leeds,Member,Health and beauty,47.71,6,57.252,343.512,16-02-19,14:19,Ewallet,5.6,4.4
679-22-6530,B,Liverpool,Normal,Sports and travel,40.62,2,16.248,97.488,17-01-19,10:01,Credit card,5.6,4.1
588-47-8641,A,Manchester,Member,Fashion accessories,56.04,10,112.08,672.48,14-01-19,19:30,Ewallet,5.6,4.4
